nat, nph =    23    3
    1    7    4    2
 iat     x       y        z       iph  
 -----------------------------------------------------------------------
   1      0.00000      0.00000      0.00000   0   1
   2      0.00000      0.00000     -1.66331   3   1
   3      0.00000      0.00000      1.66343   3   1
   4      0.00000      6.51161      2.65652   2   1
   5     -5.63923     -3.25582      2.65652   2   1
   6      5.63923     -3.25582      2.65652   2   1
   7      0.00000      6.51161     -2.65686   1   1
   8     -5.63923     -3.25582     -2.65686   1   1
   9      5.63923     -3.25582     -2.65686   1   1
  10     -5.63923      3.25580      3.64961   3   1
  11      5.63923      3.25580      3.64961   3   1
  12      0.00000     -6.51163      3.64961   3   1
  13     -5.63923      3.25580     -3.65041   3   1
  14      5.63923      3.25580     -3.65041   3   1
  15      0.00000     -6.51163     -3.65041   3   1
  16     -5.63923      3.25580      5.31304   2   1
  17      5.63923      3.25580      5.31304   2   1
  18      0.00000     -6.51163      5.31304   2   1
  19     -5.63923      3.25580     -5.31372   2   1
  20      5.63923      3.25580     -5.31372   2   1
  21      0.00000     -6.51163     -5.31372   2   1
  22      0.00000      0.00000     -8.96334   3   1
  23      0.00000      0.00000      8.96345   3   1
